text,label
bad smile,harassment_mild
tumhari simplicity charm karti hai,safe
your attitude is disgusting,harassment_med
besharam,harassment_med
full desi,safe
tum same stall se juice leti ho,stalker_behavior
i noticed your lights turned off,stalker_behavior
nobody wants your excuses,harassment_severe
ghatiya body,harassment_severe
you shouldn't be here ugly,harassment_severe
seeu,creepy_flirt
dirty skin,harassment_med
lovely aura,safe
tu bilkul fake lagti hai har post mein,harassment_med
stop pretending to be someone you're not,harassment_med
soft smile,safe
you cause nothing but trouble here,harassment_severe
you’re the reason people leave platforms,harassment_severe
"dekh lena, milke batata hoon",harassment_severe
addicted,creepy_flirt
mast,safe
tumhara number mil gaya toh baat kar lunga,harassment_severe
"chal nikal, koi nahi dekhna chahta tujhe",harassment_severe
you keep crossing the line every time,harassment_severe
your aesthetic is perfect,safe
i saw your scooter near metro gate,stalker_behavior
you dropped your key near gate,stalker_behavior
koi bhi kar lega ye tumse better,harassment_med
you took metro at 6:15 again,stalker_behavior
you left office around 6:45,stalker_behavior
hot babe,creepy_flirt
i saw your silhouette in story,stalker_behavior
you were buying coffee again,stalker_behavior
sab jaante hain tum kaisi ho,harassment_severe
full power,safe
tumhara nature bohot pyaara hai,safe
full of joy and calmness,safe
you shouldn't be here prude,harassment_severe
kapde fit nahi,harassment_mild
tumne uss gali se shortcut liya tha,stalker_behavior
thoda sharam kar,harassment_med
bilkul perfect,safe
tujhe dekh ke toh sabka dimag kharab ho jaaye,harassment_severe
tum apni dignity khud destroy kar rahi ho,harassment_med
chal nikal yahan se bitch,harassment_severe
reply kar dogi toh din ban jaega,creepy_flirt
not-special,harassment_mild
tum aaj purple kurti mein thi,stalker_behavior
you look desperate for attention,harassment_med
tum sirf acting karti ho sanskari banne ki,harassment_mild
tumne nayi watch pehni thi,stalker_behavior
tere jaise ladkiyon ki wajah se sabko judge kiya jata hai,harassment_med
you're a joke to everyone,harassment_med
kitna khati hai,harassment_mild
bas attention lene ke liye sab karti ho,harassment_mild
i saw you buy flowers in morning,stalker_behavior
size dekha tha?,harassment_mild
slut,harassment_severe
face itna phoola,harassment_mild
kaunsi diet pe ho,harassment_mild
kaale elbows,harassment_mild
filter queen,harassment_mild
suit nahi karta,harassment_mild
you came home alone today,stalker_behavior
tumhare footsteps suna main ne,stalker_behavior
mazaa aa gaya,creepy_flirt
bold,creepy_flirt
body balance nahi,harassment_mild
sundar,safe
cute feel,safe
natural reh lo,harassment_mild
diet kar lo,harassment_mild
needyou,creepy_flirt
humble,safe
sharam nahi aati ye sab karte hue,harassment_med
weight kam kar,harassment_mild
tum jaise log respect spoil karte hai,harassment_med
i saw your dupatta fly in wind,stalker_behavior
you’re nothing but a drama magnet,harassment_severe
you should feel ashamed posting this,harassment_severe
i saw you carrying a new phone,stalker_behavior
tumne ek hi perfume lagaya,stalker_behavior
you look calm and composed,safe
kitni overacting,harassment_mild
you don’t even deserve followers,harassment_med
pura bakwaas,harassment_mild
you make everything worse whore,harassment_severe
you don’t even notice me,creepy_flirt
you should accept being ignored forever,harassment_severe
you entered cab after long wait,stalker_behavior
chin,harassment_mild
that confidence keep slaying,safe
tumhari simplicity dil ko choo jaati hai,safe
wah,harassment_mild
keep up the good work,safe
tumse na ho payega,harassment_mild
she looks cheap in that outfit,harassment_med
jeans phat jayegi,harassment_mild
pura gol ho gaya,harassment_mild
fabulous,safe
you’re a walking scandal,harassment_severe
stop pretending you matter,harassment_severe
too broad shoulders,harassment_mild
tumko samjhana padega,harassment_med
tujhe seekh milni chahiye,harassment_med
"cheap content, cheap mindset",harassment_severe
tum ghar ke terrace pe aayi thi,stalker_behavior
you’re a total embarrassment,harassment_severe
your face annoys me,harassment_med
tum sab ke doston ke beech badnaam ho,harassment_severe
you looked lost at crossing,stalker_behavior
you were walking near the signal pole,stalker_behavior
perfectface,creepy_flirt
"keep going, love your confidence",safe
face oily dikhta,harassment_mild
hairy,harassment_mild
you’re a disgrace to everyone,harassment_severe
replyme,creepy_flirt
tumhari baatein dil ko lagti hain,safe
split ends,harassment_mild
tumne blue earrings pehne the,stalker_behavior
tum balcony me khadi thi 10 baje,stalker_behavior
big forehead,harassment_mild
without filter scary,harassment_med
idiot,harassment_mild
you were sitting near the fountain,stalker_behavior
tumhara look hi average hai,harassment_mild
beimaan,harassment_med
30 ki lagti,harassment_mild
i saw your dupatta fly again,stalker_behavior
stop embarrassing yourself online,harassment_med
tum elevator ke pass thi,stalker_behavior
patli ho gayi,harassment_mild
tumne ek hi jagah post dali,stalker_behavior
you looked confident and happy today,safe
itni bhi special nahi ho,harassment_mild
looking good,safe
jyada attitude dikhaya toh bura hoga,harassment_severe
face dull hai,harassment_mild
killer body,creepy_flirt
tum kuch bhi confidence se bol nahi pati,harassment_mild
finish,harassment_severe
tumne ek hi ring pehni thi,stalker_behavior
true beauty,safe
pretty soul,safe
looking sexy,creepy_flirt
tumhara vibe peaceful hai,safe
tumne khud apna image kharab kiya hai,harassment_med
you take metro from same door,stalker_behavior
you were walking fast near market,stalker_behavior
bohot pyari lag rahi ho,safe
bahut pyara,safe
Smack a bitch?,harassment_severe
black neck,harassment_mild
tum bas acting karti ho innocent banne ki,harassment_mild
i noticed you didn’t eat lunch,stalker_behavior
pretty eyes,safe
you’re toxic to any conversation,harassment_severe
fake,harassment_med
tumhara reputation toh khatam ho gaya,harassment_severe
attention-seeker,harassment_mild
ek reply toh mil jaaye,creepy_flirt
shameless,harassment_med
Stupid racist bitch,harassment_severe
nonsense face,harassment_med
ye toh bilkul attention seeker lagti hai,harassment_med
ugly legs,harassment_med
tumhari smile se sab bright lagta hai,safe
miss you every night,creepy_flirt
tumhare doston ke saath bhi aise hi ho kya,harassment_med
teeth yellow,harassment_mild
you bring dishonor wherever you go,harassment_severe
classy,safe
so sweet and kind words,safe
ordinary,harassment_mild
touchy,creepy_flirt
stop spreading your nonsense here,harassment_severe
tumne insta pe same jeans me post dali,stalker_behavior
tum meri favourite ho,creepy_flirt
na figure hai na face,harassment_med
tumse koi seekhe kya?,harassment_med
smart choice,safe
gandi ladki,harassment_severe
"abhi online ho na, milne pe pata chalega",harassment_severe
so aesthetic,safe
alone,creepy_flirt
tum toh meri weakness ho,creepy_flirt
meri fav,creepy_flirt
missedcall,creepy_flirt
tummy,harassment_mild
show off queen,harassment_mild
tum apni harkaton se pehchaani ja rahi ho,harassment_med
tumhare jaise logon ka exposure zaruri hai,harassment_med
tumhara post report kar dunga,harassment_mild
trying hard,harassment_mild
tumhara post accha message deta hai,safe
sab kuch acting hai tere account pe,harassment_med
"tumhe samjha raha hoon, samajh jao",harassment_med
you waved to your friend near metro,stalker_behavior
notificationon,creepy_flirt
you walked slowly near fountain,stalker_behavior
you’re toxic and unnecessary,harassment_severe
pagal,harassment_mild
Fuck you all,harassment_severe
badtameez,harassment_med
tumhari photo real lagti hai,safe
skeleton,harassment_mild
sab kuch fake lagta hai tere account pe,harassment_med
stop existing online worthless,harassment_severe
you didn’t wear your jacket,stalker_behavior
tumhara confidence irritating hai,harassment_mild
tumne café ke board ke niche photo li,stalker_behavior
your eyes got me,creepy_flirt
everyone is tired of your nonsense,harassment_severe
"she’s doing all this for likes, not talent",harassment_med
jaan le li,creepy_flirt
nikal yahan se,harassment_med
dmme,creepy_flirt
tumhari vibe toxic hai,harassment_mild
your photos are so pretty,safe
cute lag rahi ho,safe
tumhara nature hi double faced hai,harassment_med
tumhahara window khula tha kal,stalker_behavior
lose weight,harassment_mild
tan,harassment_mild
stop trying to be famous — you’re failing,harassment_severe
tumhara vibe honest hai,safe
haathi,harassment_med
tumhari photo dekh ke sab samajh jaate hain,harassment_med
badtameez ladki,harassment_med
kachra,harassment_med
tumne aaj pink top pehna tha,stalker_behavior
amazing post,safe
pehle young thi,harassment_mild
you stopped near that red car,stalker_behavior
boring,harassment_mild
tum mujhe reply do na ek baar,creepy_flirt
pretty,safe
full classy,safe
tumhari aankhein bohot expressive hain,safe
tumne ek hi stall se momos liye,stalker_behavior
waiting for your dm,creepy_flirt
itni oily skin,harassment_mild
skinny,harassment_mild
stop pretending to be someone you’re not,harassment_med
you’re the worst kind of attention seeker,harassment_severe
you were with your cousin in market,stalker_behavior
r**di,harassment_severe
stretch marks,harassment_mild
you were wearing silver bangles,stalker_behavior
tum bas likes ke liye sab karti ho,harassment_mild
sleepless,creepy_flirt
you always buy fruit from same vendor,stalker_behavior
noticed,creepy_flirt
tumhari reel ka vibe bohot accha hai,safe
rape threats,harassment_severe
forever fav,safe
tum kaunse area me rehti ho waise,creepy_flirt
tumhare bina chain nahi milta,creepy_flirt
you didn’t take the bus today,stalker_behavior
pyari,safe
tum characterless lagti ho,harassment_severe
love how real you are,safe
you didn’t look at me today,stalker_behavior
hate,harassment_severe
tere jaise influencers social media kharab karte hai,harassment_med
tumhari photo pe zoom kar ke dekha,creepy_flirt
buddhi lagti,harassment_mild
i saw your friend drop you,stalker_behavior
i noticed your car near the temple,stalker_behavior
tumne naya bag carry kiya hai,stalker_behavior
just one reply please,creepy_flirt
I fucking hate him,harassment_severe
"itni cute lagti ho, reply kar do na please",creepy_flirt
bas attention chahiye tumhe,harassment_mild
tumhara confidence inspiring hai,safe
tumne orange dupatta pehna tha,stalker_behavior
tujhe koi seriously nahi leta,harassment_med
you hurt everyone’s feed with this,harassment_severe
outdated,harassment_mild
tumne café ke window seat li thi,stalker_behavior
too fat,harassment_med
you're a waste of space,harassment_severe
tumhare liye bura sochna shuru kar diya hai,harassment_severe
you’re glowing with happiness,safe
tumhe sabak sikhana padega,harassment_severe
tum market me bill pay kar rahi thi,stalker_behavior
you're embarrassing yourself,harassment_med
useless,harassment_med
i love your confidence,safe
"go away, you’re not welcome here",harassment_severe
real face dikhado,harassment_mild
stop being a problem for everyone,harassment_severe
you closed your window late night,stalker_behavior
bro,harassment_mild
nobody likes you here,harassment_med
ye ladki toh sab pe line maarte hai,harassment_med
your smile made my day,safe
itni fake dikhti,harassment_med
you should text me someday,creepy_flirt
always waiting for your pics,creepy_flirt
natural,safe
you walk slow on your way home,stalker_behavior
you go jogging at lodhi garden,stalker_behavior
tumhara gate khula tha kal raat,stalker_behavior
tum photo khichwa rahi thi footpath pe,stalker_behavior
you should just quit social media,harassment_severe
tumhari baatein childish lagti,harassment_mild
tumne road ke corner pe photo li,stalker_behavior
you took metro front coach today,stalker_behavior
people laugh at you behind your back,harassment_severe
"aise kapde pehenti ho, sharam nahi aati",harassment_med
drama queen,harassment_mild
killer look,safe
you make everything worse,harassment_severe
tumhare jaise ladkiyan sabka mood kharab kar deti hai,harassment_med
drama girl,harassment_mild
tum overhyped ho,harassment_mild
tumhare jaise smile kisi ki nahi,creepy_flirt
you looked happy walking with bag,stalker_behavior
kaisi ladki hai,harassment_med
bas ho gaya,harassment_mild
you reached home around 8,stalker_behavior
you make every discussion worse,harassment_severe
ugly body,harassment_severe
always radiating kindness,safe
you didn’t see me but i was there,stalker_behavior
cheap aur cringe dono ek sath,harassment_med
insecure,harassment_med
loser type,harassment_med
tumhare jaise ladki pe kaun bharosa kare,harassment_severe
tum uss gali se aayi thi,stalker_behavior
tumhe follow karna addiction ban gaya,creepy_flirt
i saw you coming out of salon,stalker_behavior
natural beauty,safe
you entered your gate 9:12 pe,stalker_behavior
tumhari smile pure day bana deti hai,safe
fire,safe
nightqueen,creepy_flirt
tumhara game khatam kar dunga,harassment_severe
acha lagta hai tumhari posts dekh kar,safe
goddess,creepy_flirt
you deserve all good things,safe
i can’t resist your pics,creepy_flirt
"pack it up, you’re done here",harassment_severe
drama,harassment_mild
"tum kuch bhi kar lo, basic hi lagti ho",harassment_med
this picture radiates peace,safe
tumhare intention hi galat lagte hain,harassment_med
neck dark lagti,harassment_mild
tumhare bina comments section boring lagta,creepy_flirt
your laughter is pure joy,safe
i saw you getting out of the cab,stalker_behavior
you don’t belong in this community,harassment_severe
dusky ho gayi,harassment_mild
wish i could text you every night,creepy_flirt
insult,harassment_med
"tum itni cute ho, sambhalna mushkil hai",creepy_flirt
tumhara style bohot classy hai,safe
tumhe ignore mat karo please,creepy_flirt
you’ve changed a lot,harassment_mild
i saw your shadow behind curtain,stalker_behavior
you’re the worst kind of poster,harassment_severe
badnaam,harassment_med
zero confidence face lagta hai,harassment_mild
"stop trying to gain sympathy, it’s fake",harassment_severe
weird,harassment_mild
acne face,harassment_mild
thoda reply toh kar do,creepy_flirt
you’re a complete failure at this,harassment_severe
you live near that bakery right,stalker_behavior
calm and nice atmosphere,safe
missedyou,creepy_flirt
you took the same route again,stalker_behavior
you're a waste of space you disgrace,harassment_severe
tum khud ko sabse best samajhti ho,harassment_mild
sab tumhe cheap samajhte hain,harassment_med
tu bas likes ke liye kuch bhi karti hai,harassment_med
boldtype,harassment_mild
tumhare photo pe ek din comment kar hi dunga,creepy_flirt
disgusting,harassment_med
watchingu,creepy_flirt
i keep zooming your photos,creepy_flirt
hold up nigga,harassment_severe
keep doing what you love,safe
tum kuch bhi karo cringe lagta,harassment_mild
lol,harassment_mild
nobody even cares about your posts,harassment_med
tumhara face hi confidence destroy kar de,harassment_severe
stop acting,harassment_med
you post so often it's annoying,harassment_mild
tumhare reel pe hazaar baar view kiya,creepy_flirt
"ek baar saamne aa na, sab theek kar dunga",harassment_severe
ab glow gaya,harassment_mild
stop acting like you matter to anyone,harassment_severe
tall stick,harassment_mild
i saw you returning from class,stalker_behavior
tumhari photo dekh ke lagta hai tum kis type ki ho,harassment_severe
you have ruined your credibility,harassment_severe
queen energy,safe
eyes sunk gayi,harassment_mild
you walked alone after class,stalker_behavior
full artificial,harassment_med
"bas attitude hai, talent zero",harassment_med
bahut chipak rahi hai,harassment_mild
such a pure aura,safe
tumhe bina dekhe din nahi guzarta,creepy_flirt
your content is always so positive,safe
face oily,harassment_mild
i saw you on your balcony again,stalker_behavior
"aisi ladkiyon ko toh bas fame chahiye, aur kuch nahi",harassment_severe
over makeup,harassment_mild
dreamaboutu,creepy_flirt
get lost and don’t come back,harassment_severe
can’t take eyes off you,creepy_flirt
i saw your hand movements while talking,stalker_behavior
tumhare jaise kisi pe crush nahi aaya,creepy_flirt
itni khubsurat kaise ho,creepy_flirt
tumhe warning de raha hoon,harassment_med
your smile melts me,creepy_flirt
genuine,safe
you’re ruining people’s time,harassment_severe
You are a Pu**y.,harassment_severe
i won't stop messaging until you reply,creepy_flirt
Give me some pussy.,harassment_severe
you make me feel nervous,creepy_flirt
tum bas drama queen ho,harassment_mild
nice pic,safe
you should just quit posting forever,harassment_severe
can’t stop looking at your profile,creepy_flirt
bad vibes,harassment_mild
you’re ignoring me again,creepy_flirt
thoda tone kam kar,harassment_mild
You are so ugly and fat!,harassment_severe
dil le gaya tera smile,creepy_flirt
why do you even post here,harassment_med
destroy,harassment_severe
burn,harassment_severe
dreamt,creepy_flirt
such cheap vibes ngl,harassment_med
miss you girl,creepy_flirt
hey message me back?,creepy_flirt
item,harassment_med
natural glow,safe
thick ho gayi,harassment_mild
tum jaise logon se hi insta chal raha hai,creepy_flirt
wish you were here,creepy_flirt
"tum kuch bhi kar lo, impress nahi karti",harassment_med
lovely,safe
double-faced,harassment_med
tu famous nahi hone wali itna karke bhi,harassment_med
"you act like you’re special, you’re not",harassment_severe
lagta hai validation ki aadat pad gayi hai,harassment_med
your content is getting boring,harassment_mild
waist dekh,harassment_med
you look great!,safe
your account spreads harm not joy,harassment_severe
tumhare bina bore lagta hai,creepy_flirt
true vibes,safe
sanskaar nahi hai,harassment_med
you’re such an embarrassment,harassment_severe
you have zero talent,harassment_med
you waited long outside the café,stalker_behavior
cutee,safe
i saw you carrying shopping bags,stalker_behavior
you were at the bookshop today,stalker_behavior
touch,creepy_flirt
you took stairs instead of lift,stalker_behavior
you were carrying red shopping bag,stalker_behavior
weak,harassment_mild
body dekh apni zara,harassment_med
tumhe lagta hai koi impress hota hai?,harassment_med
you forgot your umbrella near bench,stalker_behavior
lastseen,creepy_flirt
tumhe sab ke saamne expose kar dunga,harassment_severe
this is the lowest kind of content,harassment_severe
Fuck off,harassment_severe
i saw you near the flower stall,stalker_behavior
i saw your profile updated late night,stalker_behavior
you don’t deserve any respect,harassment_severe
tumne ek photo post ki same jagah se,stalker_behavior
tumhare insta live me roz aata hoon,creepy_flirt
tumne nayi chappal pehni hai,stalker_behavior
khoobsurat,safe
tumhara attitude polite hai,safe
you always walk alone after 7,stalker_behavior
kya mast lag rahi thi kal wali reel mein,creepy_flirt
tum terrace pe phone scroll kar rahi thi,stalker_behavior
you looked different today in formals,stalker_behavior
you didn’t bring your umbrella today,stalker_behavior
tumhne lunch skip kiya lagta hai,stalker_behavior
cute picture,safe
aise kapde pehnne ki kya zarurat hai,harassment_med
nobody takes you seriously,harassment_med
you’ve improved a lot,safe
beautiful capture,safe
tumhare baare me sabko bata dunga,harassment_severe
happy to see positive content,safe
mylove,creepy_flirt
you entered mall from gate B,stalker_behavior
tum same auto driver ke saath thi,stalker_behavior
tumne kal red dress pehni thi,stalker_behavior
amazing smile,safe
joker,harassment_mild
too revealing,harassment_mild
tumhari limit cross ho gayi,harassment_med
old lagti,harassment_mild
Just take it from the bitch,harassment_severe
sanskaarless,harassment_med
tumhare jaise log safe nahi hain ab,harassment_severe
cheap-content,harassment_med
tumhe dekh lunga main,harassment_severe
plain,harassment_mild
people only pity you,harassment_med
gandi soch,harassment_mild
body uneven hai,harassment_mild
tum uss auto se gayi na kal,stalker_behavior
tum café me apne phone pe thi,stalker_behavior
i was behind you in metro,stalker_behavior
cheeks,harassment_mild
beautifulsoul,creepy_flirt
you bring shame to your name,harassment_severe
you’re made for me,creepy_flirt
shut up girl,harassment_med
you should stop posting forever,harassment_severe
mygirl,creepy_flirt
proud of you,safe
tum apni limit bhool gayi ho,harassment_med
honestly you should just stop posting,harassment_med
pure heart,safe
tumne headphones lagaye hue the,stalker_behavior
tumhari personality peaceful hai,safe
loved your energy today,safe
everything you do is attention-seeking,harassment_severe
you crossed road near signal today,stalker_behavior
tumhara naam type karte hi smile aa gayi,creepy_flirt
average,harassment_mild
you looked soooo good in your pic,creepy_flirt
replaceable,harassment_mild
tum daily same bus leti ho,stalker_behavior
tummy nikal gaya,harassment_mild
beat,harassment_med
flat body,harassment_med
i saw you walking with your friend,stalker_behavior
"tum confident nahi, fake ho",harassment_med
real smile,safe
full bhains vibe,harassment_med
you’re the reason i open instagram,creepy_flirt
thoda aur dikhana tha reel mein kya,harassment_severe
tumhari izzat toh khatam ho gayi,harassment_severe
You should just die,harassment_severe
"hope you disappear from here,you big fat ho",harassment_severe
full cringe,harassment_mild
you’re improving every day.,safe
tere jaise logon ko sabak sikhana chahiye,harassment_severe
just stop posting already,harassment_med
tumse inspire koi nahi hota,harassment_med
you look better than my dreams,creepy_flirt
nobody takes you seriously lol,harassment_med
kaali pad gayi ho,harassment_med
ye last warning samajh lo,harassment_severe
thoda slim dikh ja,harassment_mild
You a poor asshole dressed in Gucci,harassment_severe
cheap look,harassment_med
moti,harassment_med
tumhara style bhi fail hai,harassment_mild
i saw your car parked outside,stalker_behavior
so proud of your journey,safe
pretty as always,safe
you make everything worse cunt,harassment_severe
tumhari har photo pe like karta hoon,creepy_flirt
tumhe samjha raha hoon pyar se,harassment_med
good vibes only,safe
lagta hai overeating,harassment_mild
this is pure art,safe
ye post delete kar warna accha nahi hoga,harassment_severe
tumhara ghar second lane mein hai,stalker_behavior
tumhare jaise hazaar milte,harassment_mild
aukat dekho,harassment_med
tum sabke beech drama create karti,harassment_mild
tumne blue top pehna kal,stalker_behavior
"itni cheap reel banayi hai, sharam nahi aayi",harassment_med
everyone hates you,harassment_severe
fashion fail,harassment_mild
looks so peaceful and genuine,safe
soulmate,creepy_flirt
tum meri story mein ho,creepy_flirt
you look like you’re begging for attention,harassment_med
tumhari soch bohot acchi hai,safe
gorgeous,safe
kuch kaam kar lo,harassment_mild
chill energy,safe
stop pretending you are worth attention,harassment_severe
tumne terrace se neeche dekha tha,stalker_behavior
body proportion off,harassment_mild
you’re literally perfect,creepy_flirt
concealer ka mountain,harassment_mild
i’ll wait forever,creepy_flirt
stunning,safe
tumne seat li metro coach 2 me,stalker_behavior
ek din realise kar legi apni aukaat,harassment_med
doll,creepy_flirt
tumhara window open tha 9 baje,stalker_behavior
tujhe lagta hai koi impress hota hai tere se,harassment_med
nobody respects what you post,harassment_severe
chup kar,harassment_med
you didn’t lock your window last night,stalker_behavior
zero figure,harassment_mild
pretty aura,safe
cringe face,harassment_mild
such a vibe,safe
you’re too hot to ignore,creepy_flirt
characterless,harassment_severe
shut down your profile,harassment_severe
kill,harassment_severe
tumne photo li college ke samne,stalker_behavior
your whole persona is toxic,harassment_severe
graceful,safe
you took metro from last coach today,stalker_behavior
real elegance,safe
cloutchaser,harassment_med
you should be ashamed in public,harassment_severe
this post feels very real,safe
itni positive energy lag rahi hai,safe
hope you have an awesome day,safe
forehead oily,harassment_mild
sweetheart,creepy_flirt
tum bohot grounded lagti ho,safe
stupid,harassment_mild
you didn’t notice me near gate,stalker_behavior
everything about your posts feels forced and fake,harassment_severe
tum social media pe badnaam ho chuki ho,harassment_severe
i saw you come out of bank,stalker_behavior
hi beautiful.,creepy_flirt
clean look,safe
tumhara image already kharab hai,harassment_med
fame-chaser,harassment_med
flirty,creepy_flirt
strong,safe
tumne hair open rakhe the,stalker_behavior
tum bas reels ke through apni value dikhati,harassment_mild
i saw you entering lane 4,stalker_behavior
i saw you carrying grocery bags,stalker_behavior
your presence insults decent users,harassment_severe
i just want your attention,creepy_flirt
angel,creepy_flirt
honest face,safe
tumhari har story dekhta hoon,creepy_flirt
loved your smile today,safe
amazing,safe
you’re the worst example of a user,harassment_severe
manipulative,harassment_med
bada pet,harassment_med
people will remember you for all the wrong reasons,harassment_severe
looking confident,safe
callme,creepy_flirt
hope you have a great day,safe
people just tolerate you lol,harassment_med
wannabe,harassment_mild
hate you,harassment_severe
skinny bones,harassment_mild
tumhare ghar ke samne tha main,stalker_behavior
you forgot your scarf on bench,stalker_behavior
hotness,creepy_flirt
message me once naa please,creepy_flirt
i watch all your stories,creepy_flirt
tum smart dikhne ki koshish karti ho,harassment_mild
i can’t stop thinking about your posts,creepy_flirt
tumhe sabak milna chahiye,harassment_med
tumhara behaviour cheap lagta hai,harassment_mild
thoda sudhar,harassment_mild
tumhare jaise ladkiyon pe sab comment karte,harassment_med
Fuck them all,harassment_severe
sweet soul,safe
cheap lag rahi hai reel mein,harassment_med
everyone hates you slut,harassment_severe
tum jaise log respect ke layak nahi,harassment_severe
nalayak,harassment_med
tumhari wajah se log irritate hain,harassment_mild
you're honestly unbearable filthy whore,harassment_severe
flirtynature,harassment_mild
tumne aaj black jacket pehni thi,stalker_behavior
tum bahut cute lagti ho reels mein,creepy_flirt
those lips tho,creepy_flirt
tum shopping mall ke corner pe thi,stalker_behavior
tumhare ghar ke niche khada tha main,stalker_behavior
you’re doing great,safe
tumko follow karke peace milta hai,creepy_flirt
tumhare expression ajeeb lagte,harassment_mild
this made my day,safe
jitna dikhawa karti hai utni real nahi,harassment_med
i saw you outside pizza place,stalker_behavior
you look stunning,safe
tumhara smile sabko khushi deta hai,safe
abhi samajh jao warna bura hoga,harassment_severe
addict,creepy_flirt
beautiful smile,safe
camera angle hi sab,harassment_mild
thoda kam kha,harassment_mild
you take that same bus every day,stalker_behavior
truly elegant look,safe
tu toh fake hai poori,harassment_med
"tumhari post dekhi, sab samajh gaya",harassment_mild
charm,creepy_flirt
you walked past same shop again,stalker_behavior
you make everything worse idiot,harassment_severe
near,creepy_flirt
i know which café you love,stalker_behavior
pack up and leave this platform,harassment_severe
you’re the prettiest thing ever,creepy_flirt
full fatty,harassment_med
you’re glowing queen,safe
this feels good and pure,safe
you’re literally glowing,safe
you’re a constant disappointment,harassment_severe
you deserve death,harassment_severe
tumse better toh random log hain,harassment_med
you're so dumb it's painful,harassment_severe
mad girl,harassment_mild
your account should be scrubbed,harassment_severe
tumhe ek din regret hoga,harassment_med
proud of your consistency,safe
stab,harassment_severe
glow queen,safe
sharam nahi aati aise pose karte hue,harassment_med
tumhari personality flat hai,harassment_med
sirf dikhawa hai,harassment_med
fake smile,harassment_med
missed you last night,creepy_flirt
tumhe dekh kar laga tum soch rahi thi,stalker_behavior
pataka lag rahi,creepy_flirt
hotness alert,creepy_flirt
har cheez me drama,harassment_mild
shoulder broad,harassment_mild
kya milta hai ye sab karke,harassment_mild
tere jaisi ladkiyon se hi sabki badnaami hoti hai,harassment_med
reply to me please.,creepy_flirt
sasti,harassment_med
tum meri dream ho,creepy_flirt
tumhari photo pe dil ruk jata hai,creepy_flirt
lovely picture,safe
you're literally useless online,harassment_med
tum park ke bench 4 pe thi,stalker_behavior
tumhari awaaz irritate karti hai,harassment_mild
i saw you entering lift number 3,stalker_behavior
you don’t deserve any attention bitch,harassment_severe
tumhare bina neend nahi aati,creepy_flirt
tumhara naam badnaam kar diya tumne khud,harassment_severe
crush,creepy_flirt
you met someone at café corner,stalker_behavior
you have such a warm smile,safe
beadab,harassment_med
You are licking ass,harassment_severe
gold heart,safe
khatam,harassment_severe
"jitna dikha rahi hai, utni real nahi hai",harassment_med
can’tsleep,creepy_flirt
i saw your shoes near gate,stalker_behavior
filter queen ho,harassment_mild
tumne auto liya 7:05 pe,stalker_behavior
naqli,harassment_mild
sab edit lagta,harassment_mild
your vibe is so comforting,safe
tumhari honesty dikh rahi hai,safe
you’re glowing with confidence,safe
tumhara post dekh ke dil gaya,creepy_flirt
tumne door close kiya dheere se,stalker_behavior
tumhe dekha toh dil hil gaya,creepy_flirt
tum park ke gate ke pass thi,stalker_behavior
you look good today,creepy_flirt
You are a slut,harassment_severe
dark,harassment_mild
itni desperate ho kya attention ke liye,harassment_med
irresistible,creepy_flirt
loser,harassment_med
say something!,creepy_flirt
tumhara attitude sabko off lagta,harassment_mild
i saw you exit bus stop 12,stalker_behavior
you took same rickshaw again,stalker_behavior
nobody supports what you do,harassment_severe
slay queen,safe
gawar lagti,harassment_med
dusky aur dark ho gayi,harassment_mild
"keep going, you're doing great",safe
tumhara voice soft lagta hai,safe
body weird hai,harassment_med
tumhe dekh ke neend nahi aayi,creepy_flirt
tumne kal ek selfie li thi terrace pe,stalker_behavior
i know where you hang out,stalker_behavior
latechat,creepy_flirt
tumhare jaise logon ka main hisaab rakhta hoon,harassment_severe
delete your account,harassment_severe
keep spreading positivity,safe
i noticed you waited near signal,stalker_behavior
edited photo lagti,harassment_mild
i saw your scarf fly again,stalker_behavior
your presence diminishes the conversation,harassment_severe
tum mujhe notice karti ho kya,creepy_flirt
simple charm,safe
reply,creepy_flirt
overrated,harassment_mild
tumhe dekhke self confidence chala jata,harassment_mild
ye ladki toh bas likes ke liye kuch bhi karegi,harassment_med
calm energy,safe
tum jaise ladkiyan sabko badnaam karti hain,harassment_severe
this photo spreads peace,safe
you think you look good but you don’t,harassment_med
tumhare video me kho gaya,creepy_flirt
you’re doing amazing,safe
bad character,harassment_severe
har post me bas attitude dikhana,harassment_mild
tum kuch bhi karti ho bas limelight ke liye,harassment_mild
fat thighs,harassment_med
hotie,creepy_flirt
tumhare haath kitne soft lagte honge,creepy_flirt
bald lag rahi,harassment_med
tu famous hone ke liye kuch bhi karegi lagta hai,harassment_med
chipak rahi,harassment_mild
you looked at your watch twice,stalker_behavior
i saw your bag drop from your hand,stalker_behavior
that dress suits you perfectly,safe
tumne ek bar bhi peeche nahi dekha,stalker_behavior
tumhara address kaha hai waise?,creepy_flirt
just disappear from social media,harassment_severe
you didn’t go out yesterday,stalker_behavior
double chin,harassment_mild
you’re such an inspiration,safe
botox face lagta,harassment_mild
you turned your head when I called,stalker_behavior
"ye sab fake hai, kuch asli dikhado",harassment_med
bhains lagti,harassment_med
tumhara makeup bhi fail hai,harassment_mild
great to see your progress,safe
tum bus ke window side pe thi,stalker_behavior
